NO_OF_CHLD,EDU_DESC,MRRY_DESC,ADDR_PRVC,OCPN_DESC,NO_OF_CHLD_prev,EDU_DESC_prev,MRRY_DESC_prev,ADDR_PRVC_prev,OCPN_DESC_prev
0.0,high school,married,ภูเก็ต,service business employee,0.0,high school,married,นครพนม,"employee of company, store, office"
0.0,high school,single,สมุทรปราการ,commerce entrepreneur,0.0,high school,single,สมุทรปราการ,"employee of company, store, office"
0.0,,single,สมุทรปราการ,industrial business employee,0.0,,single,สมุทรปราการ,industrial business employee
0.0,less than high school,single,ปทุมธานี,industrial business employee,0.0,less than high school,single,ปทุมธานี,"employee of company, store, office"
0.0,bachelor's degree,widow,ปทุมธานี,government employee,0.0,bachelor's degree,widow,อุดรธานี,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,bachelor's degree,married - non registered,นครราชสีมา,commerce entrepreneur,0.0,bachelor's degree,single,นครราชสีมา,commerce entrepreneur
0.0,,single,สมุทรปราการ,service business employee,0.0,,,สุรินทร์,service business employee
0.0,bachelor's degree,married,กรุงเทพมหานคร,housewife/househusband,0.0,bachelor's degree,married,กรุงเทพมหานคร,commerce employee
0.0,,single,สมุทรปราการ,service business employee,0.0,,,ชลบุรี,"student, university student"
1.0,bachelor's degree,married - registered,นราธิวาส,nurse,0.0,bachelor's degree,married - registered,นราธิวาส,nurse
0.0,high school,single,นนทบุรี,freelance,0.0,high school,single,นนทบุรี,"student, university student"
0.0,others,single,ศรีสะเกษ,industrial entrepreneur,0.0,others,married - non registered,ปทุมธานี,industrial entrepreneur
0.0,others,single,ขอนแก่น,commerce employee,0.0,others,others,ขอนแก่น,"student, university student"
0.0,others,married - registered,นครสวรรค์,commerce entrepreneur,0.0,bachelor's degree,married,นครสวรรค์,service business entrepreneur
0.0,less than high school,married,ลำพูน,unemployed,0.0,less than high school,married,ลำปาง,freelance
0.0,others,single,อุดรธานี,commerce entrepreneur,0.0,others,married - non registered,อุดรธานี,commerce entrepreneur
0.0,less than high school,married,ภูเก็ต,freelance,0.0,less than high school,married,กาญจนบุรี,freelance
0.0,others,single,เชียงใหม่,unemployed,0.0,others,single,แม่ฮ่องสอน,"student, university student"
0.0,vocational certificate/ diploma,single,สุราษฎร์ธานี,agricultural/ agro industry entrepreneur,0.0,vocational certificate/ diploma,single,สุราษฎร์ธานี,agricultural/ agro industry entrepreneur
0.0,bachelor's degree,single,ยะลา,"teacher and executive in kindergarten; primary, secondary, vocational school",0.0,bachelor's degree,single,ยะลา,government employee
4.0,bachelor's degree,married,เพชรบูรณ์,teacher and executive in university or equivalent institution,1.0,bachelor's degree,married,เพชรบูรณ์,teacher and executive in university or equivalent institution
0.0,high school,single,ปทุมธานี,unemployed,0.0,high school,single,ปทุมธานี,"student, university student"
0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce entrepreneur,1.0,bachelor's degree,single,กรุงเทพมหานคร,commerce entrepreneur
0.0,,single,นนทบุรี,commerce employee,0.0,,single,ชัยภูมิ,commerce employee
1.0,bachelor's degree,divorce,ราชบุรี,commerce entrepreneur,0.0,others,married - registered,ราชบุรี,commerce entrepreneur
0.0,others,single,กรุงเทพมหานคร,"student, university student",0.0,others,others,กรุงเทพมหานคร,"student, university student"
0.0,high school,married,นครราชสีมา,industrial business employee,0.0,high school,married,นครราชสีมา,commerce entrepreneur
0.0,others,married - registered,นนทบุรี,commerce employee,0.0,bachelor's degree,single,นนทบุรี,commerce employee
0.0,others,single,พระนครศรีอยุธยา,service business entrepreneur,0.0,others,married - non registered,พระนครศรีอยุธยา,service business entrepreneur
0.0,bachelor's degree,married - registered,สมุทรสาคร,industrial business employee,0.0,bachelor's degree,married,สมุทรสาคร,"employee of company, store, office"
0.0,,single,กรุงเทพมหานคร,commerce employee,0.0,,single,กรุงเทพมหานคร,commerce employee
0.0,bachelor's degree,single,นนทบุรี,service business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee
0.0,bachelor's degree,married,กรุงเทพมหานคร,industrial business employee,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,industrial business employee
0.0,high school,single,สิงห์บุรี,commerce entrepreneur,0.0,high school,single,สิงห์บุรี,"employee of company, store, office"
