Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Demog Summary
0.0,Unknown,Male,Unknown,Unknown,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Southern,Freelancer,703,"This individual is a middle-aged male freelancer residing in the southern region, navigating life with an adaptable career path. While details about his educational background and marital status remain unspecified, his current circumstances suggest a focus on professional flexibility and independence. With no children, his lifestyle may prioritize personal growth, career opportunities, or leisure pursuits, reflecting a self-directed approach to his life stage."
0.0,1.0,Female,bachelor's degree,single,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,49080.69,14.0,2.33,1.0,6.0,6.0,2.0,2.0,8.0,1.0,4.0,46827.0,7917.0,26,Southern,Freelancer,2610,"This individual reflects a young, independent woman navigating her career as a freelancer in the vibrant Southern region. With a bachelor's degree shaping her professional foundation, she is focused on personal and career growth, unencumbered by marital or parental responsibilities. As a single 26-year-old with no children, her lifestyle is likely centered on flexibility and exploration, aligning with the dynamic nature of her work and the opportunities her region offers."
0.0,1.0,Female,less than high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,150560.52,3.0,1.5,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,142499.0,0.0,57,Central,Entrepreneur,3760,"This customer embodies an experienced, middle-aged woman navigating life as an entrepreneur in the Central region. With a background of less than a high school education, she has cultivated a career marked by independence and resourcefulness. Married and without children, her household dynamic allows her to focus on both personal and professional aspirations, balancing her commitments with the resilience often seen in self-starters."
0.0,1.0,Male,others,married - registered,7.0,7.0,5.0,3.0,3.0,1.0,0.0,1.0,473607.88,51.0,3.0,1.0,7.0,20.0,1.0,4.0,31.0,1.0,6.0,757793.0,491246.16,47,Central,Entrepreneur,3707,"This individual reflects a mid-life male entrepreneur residing in the Central region, navigating a professional path shaped by a non-traditional educational background. As a married man in a registered partnership, he balances his personal and professional commitments without the added responsibilities of raising children."
0.0,Unknown,Female,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Northeastern,Entrepreneur,2645,"This individual is a 39-year-old female entrepreneur residing in the Northeastern region. While her educational background is not specified, her professional role suggests a proactive and self-driven approach to career development. With no children and no details provided about her marital status, she may have the flexibility to focus on personal and professional growth."
0.0,Unknown,Female,Unknown,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1223.86,16.0,1.6,1.0,4.0,2.0,1.0,1.0,14.0,1.0,3.0,22478.0,31763.0,22,Southern,Unemployed,3351,"This individual is a young adult female navigating early married life in the Southern region. Currently unemployed, she may be exploring new opportunities or focusing on personal growth. With no children at this stage, her responsibilities are likely centered on her partnership and building a foundation for the future. While her educational background is not specified, her circumstances suggest she may be in a transitional phase, shaping her path forward."
0.0,0.0,Female,vocational certificate/ diploma,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50,Central,Corporate Employee,213,"This customer represents an experienced, career-focused female corporate employee residing in the central region. With a vocational certificate or diploma, she has cultivated practical expertise that supports her professional endeavors. At 50 years old and single, she leads an independent lifestyle, unencumbered by the responsibilities of raising children, allowing her to prioritize personal growth and career advancement."
0.0,0.0,Male,vocational certificate/ diploma,married - registered,5.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,1358.24,14.0,1.4,1.0,3.0,3.0,1.0,1.0,11.0,1.0,2.0,3383.99,3361.54,59,Northern,Corporate Employee,1037,"This customer represents an experienced male corporate professional residing in the Northern region. At 59 years old, he is in a stable phase of life, supported by a vocational certificate or diploma that complements his career in the corporate sector. Married with no children, his household dynamics likely allow for a focused and structured lifestyle, balancing personal and professional commitments."
0.0,Unknown,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Northeastern,Corporate Employee,901,"This individual is a mid-career male corporate professional residing in the Northeastern region. With an educational background categorized as ""others,"" he may have pursued non-traditional or specialized learning paths that complement his career. Currently single and without children, he is likely focused on personal growth and professional advancement, navigating a lifestyle that blends ambition with flexibility."
0.0,1.0,Female,bachelor's degree,married - registered,11.0,7.0,18.0,2.0,2.0,1.0,0.0,6.0,1224928.55,31.0,1.82,1.0,5.0,1.0,1.0,1.0,30.0,1.0,4.0,100000.0,1485929.78,65,Central,Entrepreneur,1447,"This customer represents a seasoned female entrepreneur residing in the Central region, navigating her retirement years with the expertise and independence honed through a career in business. With a bachelor's degree shaping her professional foundation, she brings a thoughtful and informed perspective to her endeavors. Married and sharing her life with a partner, she enjoys the flexibility of a household without children, allowing her to focus on personal interests and ventures."
0.0,1.0,Female,bachelor's degree,divorce,7.0,6.0,15.0,0.0,3.0,1.0,0.0,5.0,856644.61,46.0,2.42,1.0,8.0,14.0,1.0,5.0,32.0,1.0,5.0,269940.0,213377.9,47,Central,Corporate Employee,1850,"This individual is a mid-career female corporate professional residing in the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational foundation to her work. Currently divorced and without children, her lifestyle reflects a focus on personal and professional growth during this stage of life."
1.0,1.0,Female,bachelor's degree,single,4.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,98.19,17.0,1.55,1.0,2.0,4.0,1.0,1.0,13.0,1.0,2.0,9500.0,9783.78,60,Central,Corporate Employee,661,"This customer represents an experienced, career-focused female corporate employee based in the Central region. With a bachelor's degree shaping her professional trajectory, she balances her responsibilities with the joys of raising one child. As a single individual in her 60s, she embodies a blend of independence and dedication, navigating a mature life stage with a focus on both personal and professional fulfillment."
1.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,5513.74,21.0,1.75,1.0,3.0,4.0,1.0,1.0,17.0,1.0,2.0,7907.0,7056.8,60,Eastern,Homemaker,742,"This individual embodies a seasoned stage of life as a 60-year-old woman devoted to her role as a homemaker in the Eastern region. With an educational background that did not extend beyond high school, she balances her responsibilities within a stable marital partnership. Her family dynamic includes one child, reflecting a close-knit household."
0.0,Unknown,Female,others,single,7.0,7.0,4.0,0.0,6.0,1.0,0.0,1.0,1311.3,38.0,2.38,1.0,6.0,13.0,1.0,2.0,25.0,1.0,6.0,107170.25,106523.22,46,Eastern,Corporate Employee,3572,"This individual reflects a mid-career professional woman working as a corporate employee in the Eastern region. At 46 years old, she has pursued alternative educational pathways outside traditional classifications. Currently single and without children, her lifestyle is likely centered around personal and professional growth, with flexibility to explore individual interests and opportunities."
0.0,Unknown,Female,others,single,4.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,352.82,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,20220.0,36,Central,Professional,1755,"This individual is a mid-career professional woman residing in the Central region, navigating life independently as a single adult. With a non-traditional educational background, she has carved out a path in the professional sector, reflecting adaptability and a focus on career growth. As someone without children, her current lifestyle likely centers around personal and professional development, allowing her the flexibility to pursue diverse interests and opportunities."
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1177.82,51.0,2.43,1.0,11.0,8.0,1.0,2.0,43.0,1.0,9.0,18888.0,18762.86,22,Central,Student,3085,"This individual is a young adult male navigating early adulthood as a student based in the Central region. With an education level below high school, he is likely focused on academic or personal development at this stage. Being single and without children, his responsibilities are minimal, allowing him to prioritize his studies and explore opportunities for growth."
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,4978.91,36.0,2.57,1.0,8.0,8.0,1.0,1.0,28.0,1.0,7.0,26201.39,31528.5,36,Central,Student,510,"This individual is a 36-year-old woman navigating life as a student in the Central region. With a high school education as her academic foundation, she is focused on personal growth and academic pursuits. Currently single and without children, her lifestyle reflects the independence and flexibility often associated with this stage of life."
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,4.0,0.0,3.0,1.0,0.0,1.0,1461.24,82.0,3.42,1.0,9.0,10.0,1.0,2.0,72.0,1.0,8.0,66252.0,64812.0,31,Central,Student,3296,"This individual is a young adult male pursuing academic or professional growth as a student in the Central region. With a bachelor's degree already completed, he is likely focused on furthering his education or transitioning into a career. Being single and without children, his responsibilities are primarily self-directed, allowing him to prioritize personal and professional development."
0.0,0.0,Male,high school,single,7.0,6.0,2.0,2.0,6.0,1.0,0.0,2.0,578269.0,106.0,3.42,1.0,7.0,91.0,1.0,6.0,15.0,1.0,2.0,65711.33,44204.3,55,Central,Entrepreneur,598,"This individual embodies the profile of a seasoned male entrepreneur residing in the Central region. With a high school education as his academic foundation, he has channeled his efforts into building and managing his own ventures. At 55 years old, he is navigating a mature stage of life while remaining single and without children, which allows him to focus extensively on his professional pursuits and personal interests."
