Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Demog Summary
0.0,1.0,Male,high school,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,85275.03,30.0,2.0,1.0,5.0,5.0,1.0,1.0,25.0,1.0,5.0,53060.0,72342.0,58,Central,Entrepreneur,2925,"This individual embodies a seasoned male entrepreneur in his late 50s, residing in the Central region. With a high school education as his academic foundation, he has likely honed his business acumen through hands-on experience. Married but without children, his lifestyle may reflect a focus on personal and professional pursuits, balancing the demands of entrepreneurship with the stability of a long-term partnership."
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,4.0,0.0,5.0,1.0,0.0,3.0,18860.42,77.0,2.85,1.0,6.0,68.0,1.0,6.0,9.0,1.0,2.0,12550.0,21256.6,61,Eastern,Corporate Employee,2874,"This customer represents an experienced, career-focused male corporate employee based in the Eastern region. With a bachelor's degree shaping his professional foundation, he brings a wealth of knowledge to his work environment. At 61 years old and single, he leads an independent lifestyle, unencumbered by familial responsibilities, as he has no children."
0.0,0.0,Male,master's degree,married,8.0,8.0,9.0,2.0,3.0,1.0,0.0,7.0,53036.38,140.0,5.38,1.0,22.0,47.0,1.0,10.0,93.0,1.0,12.0,665132.0,680397.92,61,Central,Homemaker,2252,"This individual is a seasoned 61-year-old male who has transitioned into the role of a homemaker in the Central region. Holding a master’s degree, he brings a wealth of knowledge and life experience to his daily pursuits. Married and without children, he likely enjoys a quieter household dynamic, focusing on personal interests or shared activities with his spouse."
0.0,1.0,Female,bachelor's degree,married,8.0,8.0,4.0,2.0,4.0,2.0,0.0,1.0,1008.86,166.0,6.15,1.0,11.0,43.0,1.0,5.0,123.0,1.0,9.0,170506.86,166504.29,49,Eastern,Corporate Employee,3478,"This individual embodies a mid-career professional woman working in the corporate sector, residing in the Eastern region. At 49 years old, she holds a bachelor's degree, reflecting a solid educational foundation that likely supports her career trajectory. Married but without children, her household dynamics may allow for a focus on personal and professional growth."
0.0,Unknown,Male,bachelor's degree,married - registered,6.0,6.0,4.0,2.0,2.0,1.0,0.0,1.0,3423.34,103.0,3.68,1.0,12.0,20.0,1.0,5.0,83.0,1.0,10.0,72495.0,69113.58,28,Central,Corporate Employee,4338,"This customer represents a young adult male corporate professional based in the Central region, equipped with a bachelor's degree that supports his career ambitions. As a registered married individual, he is currently navigating life without children, allowing him to focus on personal and professional growth."
0.0,0.0,Male,others,single,6.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,1717.74,39.0,1.77,1.0,4.0,30.0,1.0,4.0,9.0,1.0,2.0,4962.0,10769.0,41,Northeastern,Entrepreneur,109,"This individual embodies a mid-career male entrepreneur residing in the Northeastern region, navigating life as a single professional. With an educational background outside traditional categories, he brings a unique perspective to his business endeavors. Without children, his focus likely leans toward personal growth and career development, reflecting a lifestyle centered on independence and ambition."
2.0,0.0,Male,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,207.34,9.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,15170.0,51,Central,Entrepreneur,913,"This customer represents a seasoned male entrepreneur in his early fifties, residing in the Central region. With a bachelor's degree providing a solid educational foundation, he brings a well-rounded perspective to his professional endeavors. As a married individual with two children, his lifestyle reflects a balance between family responsibilities and business pursuits, likely prioritizing stability and long-term planning."
0.0,Unknown,Female,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,22734.96,34.0,1.79,1.0,5.0,9.0,1.0,3.0,25.0,1.0,4.0,30470.0,11750.0,47,Central,Corporate Employee,3082,"This customer represents a mid-career professional woman working in the corporate sector, residing in the Central region. With an educational background categorized as ""others,"" she brings a unique perspective to her professional and personal life. As a single individual with no children, her lifestyle likely reflects a focus on career growth and personal pursuits, characteristic of someone in her late 40s."
0.0,Unknown,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,18683.03,54.0,2.84,1.0,6.0,8.0,1.0,2.0,46.0,1.0,5.0,28952.0,36579.0,28,Central,Corporate Employee,3946,"This individual is a young, single woman navigating her professional journey as a corporate employee in the Central region. With an educational background categorized as non-traditional or specialized, she brings a unique perspective to her career. Currently without children, her focus is likely on personal and professional growth, aligning with the independence and flexibility often associated with her life stage."
0.0,Unknown,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,1.38,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2800.0,12801.92,24,Central,Other,59,"This individual is a young adult male navigating the early stages of his professional journey in a non-traditional occupation, residing in the Central region. With an educational background outside conventional categories, he is currently single and has no children, reflecting a lifestyle focused on personal growth and exploration."
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32,Central,Student,77,"This individual is a young adult woman pursuing academic or professional growth as a student in the Central region. With a bachelor's degree already completed, she is likely focused on furthering her education or transitioning into a career. Currently single and without children, her lifestyle reflects the flexibility and independence often associated with this stage of life."
0.0,1.0,Female,bachelor's degree,married,6.0,5.0,3.0,0.0,5.0,1.0,0.0,3.0,348297.49,413.0,13.32,1.0,43.0,118.0,1.0,12.0,295.0,1.0,35.0,1243117.68,1555599.8,45,Southern,Entrepreneur,369,"This customer represents a mid-career female entrepreneur based in the Southern region, equipped with a bachelor's degree that likely supports her business endeavors. As a married individual without children, she may have the flexibility to focus on professional growth and personal interests. Her life stage suggests a balance between maintaining her entrepreneurial pursuits and fostering connections within her community."
1.0,0.0,Male,bachelor's degree,divorce,9.0,8.0,5.0,2.0,5.0,1.0,0.0,2.0,165841.95,91.0,3.03,1.0,6.0,9.0,1.0,2.0,82.0,1.0,5.0,122366.73,159399.0,48,Southern,Corporate Employee,1729,"This individual reflects a mid-life male corporate professional residing in the Southern region. With a bachelor's degree shaping his career trajectory, he brings a foundation of higher education to his professional endeavors. Having experienced divorce, he navigates life as a single parent, balancing responsibilities with his one child. His profile suggests a blend of career focus and family commitments, characteristic of someone managing both personal and professional priorities in this stage of life."
0.0,1.0,Female,vocational certificate/ diploma,married - registered,5.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,95627.41,127.0,4.1,1.0,12.0,28.0,1.0,5.0,99.0,1.0,10.0,1014068.0,947369.25,37,Southern,Entrepreneur,2849,"This customer represents an ambitious, mid-career female entrepreneur based in the Southern region. With a vocational certificate or diploma shaping her professional foundation, she has channeled her skills into building her own business. Married and in a registered partnership, she navigates her personal and professional life without the added responsibilities of children, allowing her to focus on her entrepreneurial pursuits."
3.0,1.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48,Central,Freelancer,2771,"This individual represents a mid-life male freelancer residing in the Central region, balancing the demands of his career with the responsibilities of raising three children. With a high school education, he has built a versatile skill set that supports his independent work. As a married father, his priorities likely center around providing stability and opportunities for his family while navigating the flexibility and challenges of freelance employment."
0.0,0.0,Female,bachelor's degree,married - non registered,9.0,5.0,11.0,6.0,1.0,1.0,0.0,6.0,2727257.87,11.0,1.22,1.0,2.0,7.0,1.0,1.0,4.0,1.0,2.0,1441067.0,74033.28,45,Central,Agriculture/Trade,911,"This customer represents a mid-life female engaged in the agriculture or trade sector, residing in the Central region. With a bachelor's degree, she likely values practical knowledge and skill development in her professional pursuits. Her marital status, as married but non-registered, suggests a committed partnership without formal registration. Not having children allows her to focus on personal and career growth, potentially prioritizing financial stability and long-term planning."
1.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33,Western,Homemaker,1147,"This individual embodies a young adult female homemaker residing in the Western region, balancing her responsibilities with a focus on family life. With less than a high school education, she prioritizes her role within the household while supporting her married lifestyle. As a mother of one, her daily activities are shaped by the needs of her child and the dynamics of her home, reflecting a life stage centered on nurturing and domestic management."
0.0,0.0,Female,high school,married - registered,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,6759.95,31.0,1.94,1.0,5.0,8.0,1.0,3.0,23.0,1.0,4.0,142022.0,138625.35,58,Central,Entrepreneur,2637,"This customer represents an experienced, middle-aged female entrepreneur residing in the Central region. With a high school education as her academic foundation, she has likely cultivated practical skills and business acumen over the years. Married in a registered partnership, she shares her life with a spouse but has no children, allowing her to focus her energy on personal and professional pursuits. Her profile suggests a driven and independent individual, balancing the demands of entrepreneurship with the stability of her marital relationship."
0.0,0.0,Male,bachelor's degree,married - registered,9.0,9.0,7.0,1.0,5.0,1.0,0.0,1.0,417.74,13.0,4.33,1.0,8.0,9.0,2.0,7.0,4.0,1.0,2.0,19600.0,19500.0,38,Central,Corporate Employee,2145,"This individual is a mid-career male corporate professional residing in the Central region, characterized by a solid educational foundation with a bachelor's degree. As a married individual in a registered partnership, he currently has no children, allowing him to focus on personal and professional growth."
